tipo_operacion|last_date_load|inicial_date_load|tipo_propiedad|titulo|codigo|construye|link_publicacion|publicada|inmobiliaria|precio_clp|precio_uf|direccion|nombre_region|zona|superficie_util|dormitorios|banios|estado_proyecto|fecha_entrega|superficie_total|latitud|longitud|id_oportunidad
venta|2023-04-12|2022-11-03|departamento|Plaza Reloncaví|10390|EBCO|https://www.portalinmobiliario.com/venta/departamento/puerto-montt-los-lagos/10390-plaza-reloncavi-nva|identidad verificada|Trayecta Inmobiliaria|94257582|2546|Vía Azul 940, Puerto Montt, Los Lagos|Los Ríos|Sur|30.45 - 83.58 m²|1 - 3|1 - 2||1 Semestre 2024||-41.4777945|-72.9071991|
venta|2023-04-12|2022-11-03|departamento|Marinasur Pucón|7655||https://www.portalinmobiliario.com/venta/departamento/pucon-la-araucania/7655-marinasur-pucon-nva|Inmobiliaria Burotto|Inmobiliaria Burotto|454998305|12290|Km 19 Camino Villarrica Pucón, Camino a Villarrica, Pucón, La Araucanía|Araucanía|Sur|104.81 - 194 m²|3|4|Entrega inmediata|||-39.2952257|-72.0125782|
venta|2023-04-12|2022-11-03|departamento|Reserva Lomas|9356|Constructora LN|https://www.portalinmobiliario.com/venta/departamento/puerto-montt-los-lagos/9356-reserva-lomas-nva|identidad verificada|Lomas Del Mar|133278592|3600|Bellavista 1090, Puerto Montt, Los Lagos|Los Ríos|Sur|31.74 - 139.73 m²|1 - 3|1 - 3|Entrega inmediata|||-41.4787805|-72.9101503|
venta|2023-04-12|2022-11-03|departamento|Edificio Las Águilas|9984|Constructora Grupo Coloso|https://www.portalinmobiliario.com/venta/departamento/antofagasta-antofagasta/9984-edificio-las-aguilas-nva|identidad verificada|Inmobiliaria Grupo Coloso|88596944|2393|Avenida Pedro Aguirre Cerda 11100, La Chimba, Antofagasta, Antofagasta|Antofagasta|Norte + V|32.69 - 59.54 m²|1 - 2|1 - 2||2 Trimestre 2023||-23.5592344|-70.3912624|
venta|2023-04-12|2022-11-03|departamento|Condominio Parque Peñablanca|8901|Constructora Alborada Ltda.|https://www.portalinmobiliario.com/venta/departamento/villa-alemana-valparaiso/8901-condominio-parque-penablanca-nva|Alborada|Alborada|90703486|2450|Camino Troncal 2300, Peñablanca, Villa Alemana, Valparaíso|Valparaíso|Norte + V|50 m²|2|2||1 Semestre 2023||-33.049846|-71.3462833|
venta|2023-04-12|2022-11-03|departamento|Edificio Plaza El Cobre|9319|VICONSA|https://www.portalinmobiliario.com/venta/departamento/rancagua-bernardo-ohiggins/9319-edificio-plaza-el-cobre-nva|identidad verificada|Vda Inversiones|115323004|3115|Av. Ramón Freire 225, Centro de Rancagua, Rancagua, Libertador B. O'Higgins|Libertador General Bernardo O'Higgins|Centro|40.73 - 43.2 m²|1 - 2|1||2 Semestre 2023||-34.1690409|-70.7350273|
venta|2023-04-12|2022-11-03|departamento|Humana|8349|Echeverría Izquierdo Constructora|https://www.portalinmobiliario.com/venta/departamento/la-cisterna-metropolitana/8349-humana-nva|Echeverría Izquierdo|Echeverría Izquierdo|79263741|2141|Av. Fernández Albano 424, Lo Ovalle, La Cisterna, RM (Metropolitana)|Metropolitana de Santiago|Centro|32.45 - 377.1 m²|1 - 4|1 - 5|Entrega inmediata|||-33.5242138|-70.6556785|
venta|2023-04-12|2022-11-03|departamento|Townhouse El Embalse|9313|Constructora Numair Ltda.|https://www.portalinmobiliario.com/venta/departamento/penalolen-metropolitana/9313-townhouse-el-embalse-nva|identidad verificada|Constructora Numair|265076311|7160|El Embalse 8751, Peñalolén, RM (Metropolitana)|Metropolitana de Santiago|Centro|83.32 - 120.77 m²|2 - 3|3||19/05/2024||-33.4942342|-70.5480366|
venta|2023-04-12|2023-02-17|departamento|Condominio Altavista|10894|Ingeniería y Construcciones Frisol|https://www.portalinmobiliario.com/venta/departamento/villa-alemana-valparaiso/10894-condominio-altavista-nva|identidad verificada|Inmobiliaria Siglo 21 S.a|92554578|2500|Caupolicán 741, Barrio Norte, Villa Alemana, Valparaíso|Valparaíso|Norte + V|54 m²|2 - 3|1 - 2||2 Semestre 2024||-33.0352983|-71.3766218|
venta|2023-05-04|2022-11-03|departamento|Edificio Pirineos|8772|Inspira|https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/8772-edificio-pirineos-nva|identidad verificada|Inmobiliaria Inspira|222651061|6164|Pirineos 2002, Inés de Suárez, Providencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|52.3 - 71.5 m²|1 - 2|1 - 2|Entrega inmediata|||-33.4416946|-70.6082204|
venta|2023-07-20|2022-11-03|departamento|Edificio Plaza Buzeta|10058|Constructora FGS|https://www.portalinmobiliario.com/venta/departamento/cerrillos-metropolitana/10058-edificio-plaza-buzeta-nva|identidad verificada|Inmobiliaria Castro Y Tagle|68798832|1907|Av. Buzeta 4220, Parque Bicentenario - Metro Cerrillos, Cerrillos, RM (Metropolitana)|Metropolitana de Santiago|Centro|22 - 47 m²|1 - 2|1 - 2||Diciembre 2023||-33.4809387|-70.6904902|
venta|2022-11-03|2022-11-03|departamento|Edificio Seminario 763|8154|Almagro S.A.|https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/8154-edificio-seminario-763-nva|Almagro|Almagro|117532710|3390|Av Seminario 763, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)|||31.9 - 81.86 m²|1 - 3|1 - 2|Entrega inmediata|||-33.4515181|-70.6275024|
venta|2022-12-22|2022-11-03|casa|Condominio Los Huertos|9452|Constructora FG SpA|https://www.portalinmobiliario.com/venta/casa/rancagua-bernardo-ohiggins/9452-condominio-los-huertos-nva|identidad verificada|Inmobiliaria Fg|159278053|4551|Av. Santa Blanca 640, Intersección Eusebio Lillo, San Damián, Rancagua, Libertador B. O'Higgins|||92 - 115 m²|3|3|Entrega inmediata||92.2 - 115.13 m²|-34.1889943|-70.7358093|
venta|2023-02-24|2022-11-03|departamento|Vista Parque Las Condes|10182||https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/10182-vista-parque-las-condes-nva|identidad verificada|Inmobiliaria Devisa|328506522|9245|Cerro El Yunque 661, Las Condes, RM (Metropolitana)|Metropolitana de Santiago|Centro|65.43 - 145.87 m²|1 - 4|2 - 4|Venta en verde|2 Semestre 2024||-33.4012373|-70.5659865|
venta|2023-03-07|2022-11-03|casa|Condominio Reina Bernstein|10585|Constructora Nalp SpA|https://www.portalinmobiliario.com/venta/casa/la-reina-metropolitana/10585-condominio-reina-bernstein-nva|identidad verificada|Inmobiliaria Plan|1205906605|33902|Calle Julia Bernstein 538, La Reina Alta, La Reina, RM (Metropolitana)|Metropolitana de Santiago|Centro|400 m²|5|5|Venta en verde|2 Semestre 2024|502 - 678 m²|-33.4491222|-70.5240704|
venta|2023-04-12|2022-11-03|departamento|Las Verbenas 9001 9009|10426|Sociedad Constructora Santa Cruz S.A.|https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/10426-las-verbenas-9001-9009-nva|identidad verificada|Asesorías Aldebarán|179185663|4840|Las Verbenas 9001 - 9009, Alto Las Condes, Las Condes, RM (Metropolitana)|Metropolitana de Santiago|Centro|36.58 - 85.35 m²|1 - 2|1 - 2|Entrega inmediata|||-33.3930433|-70.544996|
venta|2023-04-12|2023-02-11|departamento|Horizonte Montemar|10833|Playa Mansa S.A|https://www.portalinmobiliario.com/venta/departamento/concon-valparaiso/10833-horizonte-montemar-nva|identidad verificada|Playa Mansa|502275184|13567|Av. Los Marinos 84, Montemar, Concón, Valparaíso|Valparaíso|Norte + V|138 - 139 m²|3|3||Marzo 2025||-32.9443573|-71.5287759|
venta|2023-04-12|2022-11-03|casa|Costa Chinquio 7|9663|Constructora Baquedano Sur Ltda.|https://www.portalinmobiliario.com/venta/casa/puerto-montt-los-lagos/9663-costa-chinquio-7-nva|identidad verificada|Inmobiliaria Varcom|76968387|2079|Camino Chinquihue Km 8, Chinquihue, Puerto Montt, Los Lagos|Los Lagos|Sur|52 - 62 m²|2 - 3|1 - 2|||148 - 261 m²|-41.4854562|-72.9782604|
venta|2023-08-08|2022-11-03|casa|Reina Isabel|8573|Laval|https://www.portalinmobiliario.com/venta/casa/valdivia-de-los-rios/8573-reina-isabel-nva|identidad verificada|Inmobiliaria Baluart|160263344|4448|Av. Circunvalación Sur Km.13 (ex Camino A Paillao), Valdivia, Los Ríos|||81 - 88 m²|3|3|||172 - 217 m²|-39.8535713|-73.2094554|
venta|2023-08-08|2022-11-03|casa|Alto Polkura|9575||https://www.portalinmobiliario.com/venta/casa/colina-metropolitana/9575-alto-polkura-nva|identidad verificada|Inmobiliaria Indesa|540096128|14990|Av. Jose Rabat 12610, Chicureo, Colina, Chile, Chicureo, Colina, RM (Metropolitana)|Metropolitana de Santiago|Centro|139 - 246 m²|3 - 4|3 - 4|||146 - 477 m²|-33.2492256|-70.6260884|
venta|2023-04-12|2022-11-03|casa|Vista Oriente|10429|Constructora Dreams|https://www.portalinmobiliario.com/venta/casa/la-reina-metropolitana/10429-vista-oriente-nva|identidad verificada|Inmobiliaria Dreams|588647116|15900|Padre Hurtado 2055, Carlos Ossandón, La Reina, RM (Metropolitana)|Metropolitana de Santiago|Centro|165.19 m²|4|4||Diciembre 2023||-33.435974|-70.537266|
venta|2023-04-12|2022-11-03|casa|Haras Polo De Machalí|9646|COSPAC|https://www.portalinmobiliario.com/venta/casa/machali-bernardo-ohiggins/9646-haras-polo-de-machali-nva|identidad verificada|Inmobiliaria Costa Pacífico Ltda.|212875529|5750|Avenida Madero Etapa 7, El Polo de Machalí, Machalí, Libertador B. O'Higgins|Libertador General Bernardo O'Higgins|Centro|118.22 - 140 m²|3|3||1 Semestre 2023||-34.1864897|-70.6723802|
venta|2023-04-12|2022-11-03|departamento|Edificio Santa Victoria 99|10194|DANACORP S.A|https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/10194-edificio-santa-victoria-99-nva|identidad verificada|Ssilva Gestión Inmobiliaria|103216865|2788|Santa Victoria 99, Santa Isabel, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|37 - 85 m²|1 - 3|1 - 2||3 Trimestre 2023||-33.4467474|-70.6339175|
venta|2023-04-12|2022-11-03|departamento|Lagunamar Las Cruces|6427||https://www.portalinmobiliario.com/venta/departamento/el-tabo-valparaiso/6427-lagunamar-las-cruces-nva|Inmobiliaria Burotto|Inmobiliaria Burotto|125504008|3390|Ruta G 98-f, Km 11, Ex Camino Costero, Las Cruces, Las Cruces, El Tabo, Valparaíso|||58 - 62.49 m²|2|2|Entrega inmediata|||-33.4869643|-71.6306124|
venta|2023-04-12|2022-11-03|departamento|Edificio Ícono|9705|Ingevec|https://www.portalinmobiliario.com/venta/departamento/la-cisterna-metropolitana/9705-edificio-icono-nva|identidad verificada|Cbs Inmobiliaria|69230824|1870|José Ureta 459, Lo Ovalle, La Cisterna, RM (Metropolitana)|Metropolitana de Santiago|Centro|20.94 - 47.39 m²|1 - 2|1 - 2||2 Semestre 2023||-33.5186299|-70.653796|
venta|2023-04-12|2022-11-03|departamento|Edificio Laguna Oriente|9583|EBCO|https://www.portalinmobiliario.com/venta/departamento/concepcion-biobio/9583-edificio-laguna-oriente-nva|identidad verificada|Inmobiliaria Modelo|73673444|1990|Av. Veintiuno De Mayo, Concepción, Biobío|||30 - 46 m²|1 - 2|1 - 2|Entrega inmediata|||-36.8153664|-73.0675196|
venta|2023-04-12|2022-11-03|departamento|Condominio Teja Sur - Edificio Coihue|9651|Constructora Boetsch Sur|https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/9651-condominio-teja-sur-edificio-coihue-nva|identidad verificada|Teja Sur Inmobiliaria|392431411|10600|Los Arrayanes 390, Isla Teja, Valdivia, Los Ríos|Los Ríos|Sur|123.5 m²|3|3|Entrega inmediata|||-39.8163783|-73.2584057|
venta|2023-04-12|2022-11-03|departamento|Lyon 394|6587|Echeverria Izquierdo|https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/6587-lyon-394-nva|identidad verificada|Inmobiliaria Lyon - Concordia|344303030|9300|Av. Ricardo Lyon 394, Los Leones, Providencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|78.4 - 85.06 m²|2|2|Entrega inmediata|||-33.4248923|-70.6084458|
venta|2023-04-12|2022-11-03|departamento|Condominio Ayllu|8516||https://www.portalinmobiliario.com/venta/departamento/arica-arica-y-parinacota/8516-condominio-ayllu-nva|identidad verificada|Sociedad Inmobiliaria Rio Quiapo|222093965|5999|Av. San Martin 0330, Arica, Arica y Parinacota|||81.89 - 92.82 m²|2 - 3|2|Entrega inmediata|||-18.4890538|-70.3270357|
venta|2023-04-12|2022-12-07|departamento|Edificio Mackenna Oriente|10261|Inmobiliaria Lo Campino|https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/10261-edificio-mackenna-oriente-nva|identidad verificada|Inmobiliaria Lo Campino|70193392|1896|Avenida Vicuña Mackenna Oriente 6480, Metro Mirador, La Florida, RM (Metropolitana)|Metropolitana de Santiago|Centro|20.15 - 47.16 m²|1 - 2|1 - 2||1 Trimestre 2026||-33.5141589|-70.604473|
venta|2023-04-12|2023-02-07|departamento|Edificio Cachapoal|10884|Alborada|https://www.portalinmobiliario.com/venta/departamento/rancagua-bernardo-ohiggins/10884-edificio-cachapoal-nva|identidad verificada|Alborada Gestión Inmobiliaria|104290499|2817|Av. Cachapoal 228, Estadio El Teniente, Rancagua, Libertador B. O'Higgins|Libertador General Bernardo O'Higgins|Centro|32.67 - 54.8 m²|1 - 2|1 - 2||1 Semestre 2026||-34.1776502|-70.7433039|
venta|2023-04-12|2022-11-03|departamento|Edificio Alto Laguna|10718|Constructora Alcázar|https://www.portalinmobiliario.com/venta/departamento/valparaiso-valparaiso/10718-edificio-alto-laguna-nva|identidad verificada|Inmobiliaria Alcázar|150789918|4073|Avenida Las Lomas Sn, Curauma, Curauma, Valparaíso, Valparaíso|Valparaíso|Norte + V|55.71 - 72.02 m²|2 - 3|2||2 Trimestre 2023||-33.1435772|-71.5663743|
venta|2023-04-12|2022-11-03|departamento|Neo Art|8649|Constructora D&V|https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/8649-neo-art-nva|identidad verificada|Paz|105882437|2860|Eleuterio Ramirez 1427, Parque Almagro, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|34.35 - 57.07 m²|1 - 2|1 - 2|Entrega inmediata|||-33.450325|-70.6552502|
venta|2023-04-28|2022-11-03|departamento|Edificio Avda. Perú Plaza|6692||https://www.portalinmobiliario.com/venta/departamento/recoleta-metropolitana/6692-edificio-avda-peru-plaza-nva|Absal Inmobiliaria|Absal Inmobiliaria|86885053|2427|Avenida Perú Plaza 1471, Cementerios, Recoleta, RM (Metropolitana)|Metropolitana de Santiago|Centro|31 - 73 m²|1 - 3|1 - 2|Entrega inmediata|||-33.4154099|-70.6384836|
venta|2023-05-05|2022-11-03|departamento|Vista Puerto Varas|9879||https://www.portalinmobiliario.com/venta/departamento/puerto-varas-los-lagos/9879-vista-puerto-varas-nva|identidad verificada|Inmobiliaria Icuadra|136528873|3804|Ruta 225 Km 1, Puerto Chico, Puerto Varas, Los Lagos|Los Lagos|Sur|45 - 69 m²|1 - 2|1 - 2||2 Semestre 2023||-41.3205074|-72.9492951|
venta|2023-08-03|2023-01-27|casa|Condominio Refugio de San Damián|10860|Starhome|https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/10860-condominio-refugio-de-san-damian-nva|identidad verificada|Ilumina, Inmobiliaria|920429632|25536|Montecasino 979, San Carlos de Apoquindo, Las Condes, RM (Metropolitana)|Metropolitana de Santiago|Centro|167 - 168 m²|4|4||Segundo semestre 2025||-33.3869479|-70.516766|
venta|2023-08-08|2022-11-03|casa|Condominio Los Nogales II|9421|Constructora Pocuro SpA|https://www.portalinmobiliario.com/venta/casa/padre-hurtado-metropolitana/9421-condominio-los-nogales-ii-nva|Pocuro|Pocuro|163938448|4550|Av. Santa Leonor 400, Padre Hurtado, RM (Metropolitana)|Metropolitana de Santiago|Centro|65 - 104 m²|3|2 - 3||2 Semestre 2024||-33.5598379|-70.8105319|
venta|2023-08-08|2022-11-03|departamento|Hoy Eluchans|9870||https://www.portalinmobiliario.com/venta/departamento/concon-valparaiso/9870-hoy-eluchans-nva|Inmobiliaria Kant|Inmobiliaria Kant|110433264|3065|Edmundo Eluchans 3011, Reñaca, Viña Del Mar, Valparaíso|Valparaíso|Norte + V|30 - 71.2 m²|1 - 2|1 - 2||2 Semestre 2024||-32.9497273|-71.544962|
venta|2023-04-12|2023-04-06|departamento|Edificio Nueva Serrano|10920|Equis|https://www.portalinmobiliario.com/venta/departamento/iquique-tarapaca/10920-edificio-nueva-serrano-nva|identidad verificada|Sociedad Inmobiliaria Rio Quiapo|88815373|2399|Serrano 1679, Iquique, Chile, Hospital Regional, Iquique, Tarapacá|||35 - 66 m²|1 - 3|1 - 2||01-06-2025||-20.2143766|-70.1391682|
venta|2023-06-09|2022-11-03|departamento|2 Norte 1230|9853||https://www.portalinmobiliario.com/venta/departamento/vina-del-mar-valparaiso/9853-2-norte-1230-nva|Numancia|Numancia|135516304|3758|2 Norte 1230, Libertad, Viña Del Mar, Valparaíso|Valparaíso|Norte + V|35 - 68 m²|1 - 3|1 - 2||2 Semestre 2025||-33.0226099|-71.5445852|
venta|2023-08-08|2022-11-03|casa|Valle Norte 7|10498|Mena y Ovalle|https://www.portalinmobiliario.com/venta/casa/lampa-metropolitana/10498-valle-norte-7-nva|identidad verificada|Sip|143761408|3990|Río Claro 2219, Valle Grande, Lampa, RM (Metropolitana)|Metropolitana de Santiago|Centro|95 - 96 m²|4|3||1 Trimestre 2023||-33.3286333|-70.7470087|
venta|2022-12-13|2022-11-03|casa|Condominio Cumbres|9964|Ingeniería y Construcción Harcha Limitada|https://www.portalinmobiliario.com/venta/casa/los-lagos-de-los-rios/9964-condominio-cumbres-nva|identidad verificada|Inmobiliaria Forteverde|80160368|2300|Baquedano 406, Los Lagos, Los Ríos|||60 m²|2|2|Entrega inmediata||60 m²|-39.8659813|-72.8080069|
venta|2023-02-01|2023-01-06|departamento|Brisas de San Pedro|7368|Constructora Noval|https://www.portalinmobiliario.com/venta/departamento/san-pedro-de-la-paz-biobio/7368-brisas-de-san-pedro-nva|identidad verificada|Noval|56883448|1612|Calle Tres Norte 855, Portal San Pedro, San Pedro De La Paz, Biobío|Biobío|Sur|49.45 - 53.24 m²|2 - 3|1|Entrega inmediata|||-36.8602991|-73.1428781|
venta|2023-04-12|2022-11-03|departamento|Andes Macul|9868|Inarco|https://www.portalinmobiliario.com/venta/departamento/macul-metropolitana/9868-andes-macul-nva|identidad verificada|Iandes|110251013|2978|Los Clarines 3093, Las Dalias, Macul, RM (Metropolitana)|Metropolitana de Santiago|Centro|31 - 56 m²|1 - 2|1 - 2||1 Semestre 2023||-33.4841343|-70.6010979|
venta|2023-04-12|2022-11-03|departamento|Parque Lesonia|10767||https://www.portalinmobiliario.com/venta/departamento/vina-del-mar-valparaiso/10767-parque-lesonia-nva|identidad verificada|Ssilva Gestión Inmobiliaria|285808537|7720|Lesonia 463, Jardín Del Mar, Reñaca, Reñaca, Viña Del Mar, Valparaíso|Valparaíso|Norte + V|27 - 124 m²|0 - 3|1 - 3|Entrega inmediata|||-32.978695|-71.5339986|
venta|2023-04-12|2022-11-03|departamento|Edificio Porta Pinzón|8732|CPI|https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/8732-edificio-porta-pinzon-nva|iEspacios|Iespacios|296655933|8013|Martín Alonso Pinzón 4920, Sebastián Elcano, Las Condes, RM (Metropolitana)|Metropolitana de Santiago|Centro|56 - 145 m²|2 - 4|2 - 3|Entrega inmediata|||-33.4209901|-70.5733081|
venta|2023-04-12|2022-11-03|departamento|Sueña Toesca|10758||https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/10758-suena-toesca-nva|identidad verificada|Urmeneta Gestión Inmobiliaria|91332858|2467|Toesca 2145, Barrio República, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|24 - 58 m²|1 - 2|1 - 2||1 Semestre 2025||-33.4540057|-70.6649546|
venta|2023-04-12|2022-11-03|departamento|LTO 1401|9915|Desco|https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/9915-lto-1401-nva|Desco|Desco|246195178|6650|Luis Thayer Ojeda 1401, Las Lilas, Providencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|43.73 - 121.26 m²|1 - 3|2 - 3||2 Semestre 2023||-33.4305507|-70.5987776|
venta|2023-04-12|2022-11-03|casa|El Molino - La Dehesa|10378|Cerro Apoquindo 4|https://www.portalinmobiliario.com/venta/casa/lo-barnechea-metropolitana/10378-el-molino-la-dehesa-nva|identidad verificada|Fuenzalida Desarrollos Inmobiliarios|921177204|24882|Panorámica Sur 10400 Sector Los Nogales, Los Trapenses, Lo Barnechea, RM (Metropolitana)|Metropolitana de Santiago|Centro|225 - 272 m²|5|5||1 Semestre 2024||-33.3257675|-70.5337825|
venta|2023-04-12|2022-11-03|casa|Altavista del Peñón|10217|BRICSA|https://www.portalinmobiliario.com/venta/casa/puente-alto-metropolitana/10217-altavista-del-penon-nva|identidad verificada|Inmobiliariabbisa|196771033|5315|El Peral 7284, El Peral, Puente Alto, RM (Metropolitana)|Metropolitana de Santiago|Centro|82.94 - 111.9 m²|3|3||4 Trimestre 2023||-33.5751551|-70.5392257|
venta|2023-04-12|2022-11-03|casa|Townhouse General Córdova 1234|10478||https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/10478-townhouse-general-cordova-1234-nva|identidad verificada|360 Inmobiliaria|547923102|14800|General Córdova 1234, Manuel Montt, Providencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|129 - 134 m²|3|3||2 Semestre 2024||-33.4359026|-70.6172111|
venta|2023-04-12|2022-11-03|departamento|252 Marathon|9344||https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/9344-252-marathon-nva|Surmonte Inmobiliaria|Surmonte Inmobiliaria|120913301|3266|Zañartu 1905, Estadio Nacional, Ñuñoa, RM (Metropolitana)|Metropolitana de Santiago|Centro|36.22 - 74.47 m²|1 - 3|1 - 2||1 Semestre 2023||-33.472921|-70.6129088|
venta|2023-04-12|2022-11-03|departamento|273Santiago|10730|Arquitectura t+AA|https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/10730-273santiago-nva|Surmonte Inmobiliaria|Surmonte Inmobiliaria|100366184|2711|Av. Libertador Bernardo O´higgins 2488, Barrio República, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|24.73 - 42.18 m²|0 - 2|1 - 2||2 Semestre 2025||-33.449537|-70.6714495|
venta|2023-04-12|2022-11-03|departamento|Concepto Smart Too - Imagina|8902||https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/8902-concepto-smart-too-imagina-nva|Imagina|Imagina|129206191|3490|Pedro De Oña 55, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)|Metropolitana de Santiago|Centro|35 - 67 m²|1 - 2|1 - 2||2 Semestre 2024||-33.4539754|-70.629361|
venta|2023-04-12|2022-11-03|departamento|Condominio Alto La Reina|8199|Sigma Construcciones Ltda.|https://www.portalinmobiliario.com/venta/departamento/la-reina-metropolitana/8199-condominio-alto-la-reina-nva|identidad verificada|Ova Desarrollos|169930205|4590|Calle 3 1302, Pepe Vila, La Reina, RM (Metropolitana)|Metropolitana de Santiago|Centro|52 - 71 m²|2 - 3|1 - 2|Entrega inmediata|||-33.4624365|-70.5432406|
venta|2023-04-12|2022-11-03|departamento|Edificio Urban up|9140|Constructora Vital|https://www.portalinmobiliario.com/venta/departamento/macul-metropolitana/9140-edificio-urban-up-nva|identidad verificada|Procasa Ricardo Vial.|99958944|2700|Los Clarines 3050, Las Dalias, Macul, RM (Metropolitana)|Metropolitana de Santiago|Centro|31.75 - 58.17 m²|1 - 2|1 - 2||15/05/2023||-33.4839272|-70.6010221|
venta|2023-04-12|2022-12-07|departamento|Exequiel|10784|Constructora Paz|https://www.portalinmobiliario.com/venta/departamento/macul-metropolitana/10784-exequiel-nva|identidad verificada|Paz|126984881|3430|Exequiel Fernández 3430, Escuela Agrícola, Macul, RM (Metropolitana)|Metropolitana de Santiago|Centro|34.15 - 73.76 m²|1 - 3|1 - 2||2 Semestre 2026||-33.4857186|-70.6014864|
venta|2023-04-12|2022-11-03|departamento|Edificio La Florida|7694|EBCO|https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/7694-edificio-la-florida-nva|identidad verificada|Masterplan|126096357|3406|Vicuña Mackenna 9060, La Florida, Chile, Rojas Magallanes, La Florida, RM (Metropolitana)|||55.96 - 78.93 m²|2 - 3|2|Entrega inmediata|||-33.5390106|-70.5910088|
venta|2023-04-17|2022-11-03|departamento|Edificio Matte|9239|Leben Grupo Inmobiliario|https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/9239-edificio-matte-nva|identidad verificada|Leben|274266379|7692|Ricardo Matte 557, Salvador, Providencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|62 - 80 m²|2 - 3|2 - 3|Entrega inmediata|||-33.4390775|-70.6254403|
venta|2023-05-03|2022-11-03|departamento|Paradise Playa Brava|10056|EBCO|https://www.portalinmobiliario.com/venta/departamento/iquique-tarapaca/10056-paradise-playa-brava-nva|identidad verificada|Inmobiliaria Alterra|104586293|2910|Av. Santiago Polanco 2075, Playa Brava, Iquique, Tarapacá|Tarapaca|Norte + V|31.6 - 51.92 m²|1 - 2|1 - 2||2 Semestre 2024||-20.2481648|-70.1371088|
venta|2023-05-23|2023-02-08|departamento|Tempo Carrera|10887|Icafal|https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/10887-tempo-carrera-nva|ICAFAL|Icafal|101560445|2821|José Miguel Carrera 160, San José de La Estrella, La Florida, RM (Metropolitana)|Metropolitana de Santiago|Centro|35 - 67 m²|1 - 3|1 - 2||1 Semestre 2025||-33.550396|-70.5896816|
venta|2023-08-08|2022-11-03|casa|Condominio Las Loicas|9117|Constructora Lo Campino|https://www.portalinmobiliario.com/venta/casa/colina-metropolitana/9117-condominio-las-loicas-nva|identidad verificada|Inmobiliaria Ictinos|306835136|8516|Santa Elena 200, Chicureo, Colina, RM (Metropolitana)|Metropolitana de Santiago|Centro|119.99 - 140.62 m²|3|3 - 4||1 Semestre 2023||-33.2183222|-70.7307305|
venta|2022-11-03|2022-11-03|departamento|Quinchamalí de Las Condes|7730|Constructora Los Silos|https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/7730-quinchamali-de-las-condes-nva|identidad verificada|Inmobiliaria Stitchkin|697776791|20126|Hueicolla 14015, Quinchamalí, Las Condes, RM (Metropolitana)|||173 - 185 m²|3 - 4|3 - 4|Venta en verde|2 Semestre 2023||-33.3748468|-70.4928701|
venta|2022-11-03|2022-11-03|departamento|Marina Costa|8347|Euroconstructora|https://www.portalinmobiliario.com/venta/departamento/coquimbo-coquimbo/8347-marina-costa-nva|Euro Inmobiliaria|Euro Inmobiliaria|65076371|1877|Av. Los Pescadores 5281, Avenida del Mar, La Serena, Coquimbo|||39.3 - 56.52 m²|2|1 - 2|Entrega inmediata|||-29.9473689|-71.2887202|
venta|2023-01-02|2022-11-03|departamento|Focus Center|8880||https://www.portalinmobiliario.com/venta/departamento/rancagua-bernardo-ohiggins/8880-focus-center-nva|identidad verificada|Activo D I|125386492|3570|Membrillar 230, Rancagua, Libertador B. O'Higgins|||55.42 - 104.5 m²|2 - 3|1 - 2|Entrega inmediata|||-34.171514|-70.7324536|
